"","Plant","Zone","RNC","NCR Type","Discrepancy Creation Date","Work Center","Aircraft Number","Part Number Affected","Part Description","Preliminary Cause Code","Discrepancy Text","Repetitive","Desc.","Phase","Ref","ECD"
"11","PU2","Zone 3","Q321014418-1","EXTENSION",0025-08-20,"AGQ706","60066","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"12","PU2","Zone 3","Q321014418-1","EXTENSION",0025-08-20,"AGQ706","60066","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"13","PU2","Zone 3","Q321014419-1","EXTENSION",0025-08-20,"AGQ706","60067","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"14","PU2","Zone 3","Q321014419-1","EXTENSION",0025-08-20,"AGQ706","60067","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"15","PU2","Zone 3","Q321014420-1","EXTENSION",0025-08-20,"AGQ706","60068","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"16","PU2","Zone 3","Q321014420-1","EXTENSION",0025-08-20,"AGQ706","60068","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"17","PU2","Zone 3","Q321014421-1","EXTENSION",0025-08-20,"AGQ706","60069","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"18","PU2","Zone 3","Q321014421-1","EXTENSION",0025-08-20,"AGQ706","60069","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"19","PU2","Zone 3","Q321014422-1","EXTENSION",0025-08-20,"AGQ706","60070","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"20","PU2","Zone 3","Q321014422-1","EXTENSION",0025-08-20,"AGQ706","60070","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"21","PU2","Zone 3","Q321014423-1","EXTENSION",0025-08-20,"AGQ706","60071","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
"22","PU2","Zone 3","Q321014423-1","EXTENSION",0025-08-20,"AGQ706","60071","GD429-7800-1","TANK INSTL, FUEL, AUX, REAR FUSE","METHODS","B0709913* SUPERVISOR BATCH AUTHORIZATION REFER NCR Q321010683, Q321011227 DESCRIPTION: ASSY GD429_`7800_`1 FUEL TANK, RH AND LH SIDE THE SEALANT WAS NOT INSTALLED AS ""SEALING OF FASTENER"" METHOD, HAS BEEN INSTALLED IN A CONTINUOUS LINE, ON GD429_`7800_`1 FUEL TANK, RH AND LH SIDE LOCATED IN FS 861.000 _` 884.000 THE APPLICATION OF SEALING IS NOT ACCORDING TO DRAWING REQUIREMENTS. (BAPS 157_`027) PARTS INVOLVED: GD421_`7870_`59_`02 BONDED PANEL ASSY GD421_`7870_`60_`02 BONDED PANEL ASSY A001 GD421_`7806_`277_`03 BONDED PANEL ASSY GD421_`7806_`278_`03 BONDED PANEL ASSY GD421_`7876_`85_`02 BONDED PANEL ASSY A001 GD421_`7872_`42_`02 BONDED PANEL ASSY GD421_`7872_`41_`02 BONDED PANEL ASSY,R/FUSE A001 GD421_`7837_`37_`01 PANEL ASSY, ACCESS (LH) GD421_`7837_`38_`01 PANEL ASSY, ACCESS (RH) GD421_`7874_`47_`02 BONDED PANEL GD421_`7874_`48_`02 BONDED PANEL GD421_`7878_`73_`02 BONDED PANEL ASSY GD421_`7879_`107_`02 BONDED PANEL ASSY A001 GD421_`7808_`3 COVER GD421_`7887_`3 COVER, ACCESS, FWD GD421_`7903_`3 COVER GD421_`7807_`3 COVER SEE ATTACHMENTS","Yes","ISSUE 84",2,"N/A","N/A"
