"RNC","word","lemma","upos"
"Q321008362-1","angle","angle","NOUN"
"Q321008362-1","drag","drag","NOUN"
"Q321008362-1","pylon","pylon","NOUN"
"Q321008362-1","g05363430","g05363430","NUM"
"Q321008362-1","skin","skin","NOUN"
"Q321008362-1","panel","panel","NOUN"
"Q321008362-1","g05363446","g05363446","NUM"
"Q321008362-1","strap","strap","NOUN"
"Q321008362-1","note","note","NOUN"
"Q321008362-1","installation","installation","NOUN"
"Q321008362-1","drawing","draw","VERB"
"Q321008362-1","q321003319","q321003319","NUM"
"Q321008367-1","hole","hole","NOUN"
"Q321008367-1","location","location","NOUN"
"Q321008367-1","1053.94","1053.94","NUM"
"Q321008367-1","affected","affect","VERB"
"Q321008367-1","g05450472","g05450472","NUM"
"Q321008367-1","clip","clip","NOUN"
"Q321008367-1","pylon","pylon","NOUN"
"Q321008367-1","panel","panel","NOUN"
"Q321008367-1","assy","assy","NOUN"
"Q321008367-1","barrel","barrel","NOUN"
"Q321008367-1","fuse","fuse","NOUN"
"Q321008367-1","g05363449","g05363449","NUM"
"Q321008367-1","doubler","doubler","NOUN"
"Q321008367-1","pitch","pitch","NOUN"
"Q321008367-1","diameter","diameter","NOUN"
"Q321008398-1","location","location","NOUN"
"Q321008398-1","pylon","pylon","NOUN"
"Q321008398-1","b0205016ad5","b0205016ad5","NUM"
"Q321008398-1","exist","exist","VERB"
"Q321008398-1","hole","hole","NOUN"
"Q321008398-1","angle","angle","NOUN"
"Q321008398-1","g05450490","g05450490","NUM"
"Q321008398-1","pitch","pitch","NOUN"
"Q321008398-1","note","note","NOUN"
"Q321008517-1","performed","perform","VERB"
"Q321008517-1","shooting","shooting","NOUN"
"Q321008517-1","characteristics","characteristic","NOUN"
"Q321008517-1","station","station","NOUN"
"Q321008517-1","agx997","agx997","NOUN"
"Q321008517-1","structure","structure","NOUN"
"Q321008517-1","fuselage","fuselage","NOUN"
"Q321008517-1","g05360000","g05360000","NOUN"
"Q321008517-1","meassurements","meassurement","NOUN"
"Q321008517-1","tolerance","tolerance","NOUN"
"Q321008517-1","g00653060","g00653060","NUM"
"Q321008517-1","floor","floor","NOUN"
"Q321008517-1","beam","beam","NOUN"
"Q321008517-1","floorbeam","floorbeam","NOUN"
"Q321008517-1","sect","sect","NOUN"
"Q321008517-1","info","info","NOUN"
"Q321008517-1","coordinates","coordinate","NOUN"
"Q321008517-1","measured","measure","VERB"
"Q321008517-1","deviation","deviation","NOUN"
"Q321008517-1","offset","offset","NOUN"
"Q321008517-1","marked","mark","VERB"
"Q321008517-1","values","value","NOUN"
"Q321008517-2","performed","perform","VERB"
"Q321008517-2","shooting","shooting","NOUN"
"Q321008517-2","characteristics","characteristic","NOUN"
"Q321008517-2","station","station","NOUN"
"Q321008517-2","agx997","agx997","NOUN"
"Q321008517-2","assy","assy","NOUN"
"Q321008517-2","fuselage","fuselage","NOUN"
"Q321008517-2","g05360000","g05360000","NOUN"
"Q321008517-2","measurements","measurement","NOUN"
"Q321008517-2","tolerances","tolerance","NOUN"
"Q321008517-2","follow","follow","NOUN"
"Q321008517-2","g00653060","g00653060","NUM"
"Q321008517-2","butt","butt","NOUN"
"Q321008517-2","strap","strap","NOUN"
"Q321008517-2","info","info","NOUN"
"Q321008517-2","coordinates","coordinate","NOUN"
"Q321008517-2","measured","measure","VERB"
"Q321008517-2","desviation","desviation","NOUN"
"Q321008517-2","offset","offset","NOUN"
"Q321008517-2","marked","mark","VERB"
"Q321008517-2","values","value","NOUN"
"Q321008517-2","tolerance","tolerance","NOUN"
"Q321008517-3","performed","perform","VERB"
"Q321008517-3","shooting","shooting","NOUN"
"Q321008517-3","characteristics","characteristic","NOUN"
"Q321008517-3","station","station","NOUN"
"Q321008517-3","agx997","agx997","NOUN"
"Q321008517-3","assy","assy","NOUN"
"Q321008517-3","fuselage","fuselage","NOUN"
"Q321008517-3","g05360000","g05360000","NOUN"
"Q321008517-3","measurements","measurement","NOUN"
"Q321008517-3","tolerances","tolerance","NOUN"
"Q321008517-3","follow","follow","NOUN"
"Q321008517-3","g00653060","g00653060","NUM"
"Q321008517-3","kc01","kc01","NUM"
"Q321008517-3","fuse","fuse","NOUN"
"Q321008517-3","skin","skin","NOUN"
"Q321008517-3","info","info","NOUN"
"Q321008517-3","coordinates","coordinate","NOUN"
"Q321008517-3","measured","measure","VERB"
"Q321008517-3","desviation","desviation","NOUN"
"Q321008517-3","offset","offset","NOUN"
"Q321008517-3","marked","mark","VERB"
"Q321008517-3","values","value","NOUN"
"Q321008517-3","tolerance","tolerance","NOUN"
"Q321008517-4","performed","perform","VERB"
"Q321008517-4","shooting","shooting","NOUN"
"Q321008517-4","characteristics","characteristic","NOUN"
"Q321008517-4","station","station","NOUN"
"Q321008517-4","agx997","agx997","NOUN"
"Q321008517-4","structure","structure","NOUN"
"Q321008517-4","fuselage","fuselage","NOUN"
"Q321008517-4","g05360000","g05360000","NOUN"
"Q321008517-4","measurements","measurement","NOUN"
"Q321008517-4","tolerance","tolerance","NOUN"
"Q321008517-4","g00606104","g00606104","NUM"
"Q321008517-4","info","info","NOUN"
"Q321008517-4","coordinates","coordinate","NOUN"
"Q321008517-4","measured","measure","VERB"
"Q321008517-4","deviation","deviation","NOUN"
"Q321008517-4","offset","offset","NOUN"
"Q321008517-4","marked","mark","VERB"
"Q321008517-4","values","value","NOUN"
"Q321008517-4","note","note","NOUN"
"Q321008517-4","leading","lead","VERB"
"Q321008517-4","edge","edge","NOUN"
"Q321008517-4","installed","install","VERB"
"Q321008517-4","time","time","NOUN"
"Q321008517-5","performed","perform","VERB"
"Q321008517-5","shooting","shooting","NOUN"
"Q321008517-5","characteristics","characteristic","NOUN"
"Q321008517-5","station","station","NOUN"
"Q321008517-5","agx997","agx997","NOUN"
"Q321008517-5","structure","structure","NOUN"
"Q321008517-5","fuselage","fuselage","NOUN"
"Q321008517-5","g05360000","g05360000","NOUN"
"Q321008517-5","measurements","measurement","NOUN"
"Q321008517-5","tolerance","tolerance","NOUN"
"Q321008517-5","g00606104","g00606104","NUM"
"Q321008517-5","hstab","hstab","NOUN"
"Q321008517-5","pivot","pivot","NOUN"
"Q321008517-5","fittings","fitting","NOUN"
"Q321008517-5","fitting","fitte","VERB"
"Q321008517-5","info","info","NOUN"
"Q321008517-5","coordinates","coordinate","NOUN"
"Q321008517-5","measured","measure","VERB"
"Q321008517-5","deviation","deviation","NOUN"
"Q321008517-5","offset","offset","NOUN"
"Q321008517-5","distance","distance","NOUN"
"Q321008517-5","fitings","fiting","NOUN"
"Q321008517-5","nominal","nominal","NOUN"
"Q321008517-5","13.073","13.073","NUM"
"Q321008517-5","measured","measure","NOUN"
"Q321008517-5","13.051","13.051","NUM"
"Q321008517-5","marked","mark","VERB"
"Q321008517-5","values","value","NOUN"
"Q321008517-6","performed","perform","VERB"
"Q321008517-6","shooting","shooting","NOUN"
"Q321008517-6","characteristics","characteristic","NOUN"
"Q321008517-6","station","station","NOUN"
"Q321008517-6","agx997","agx997","NOUN"
"Q321008517-6","assy","assy","NOUN"
"Q321008517-6","fuselage","fuselage","NOUN"
"Q321008517-6","g05360000","g05360000","NOUN"
"Q321008517-6","measurements","measurement","NOUN"
"Q321008517-6","tolerances","tolerance","NOUN"
"Q321008517-6","follow","follow","NOUN"
"Q321008517-6","g00653060","g00653060","NUM"
"Q321008517-6","strap","strap","NOUN"
"Q321008517-6","info","info","NOUN"
"Q321008517-6","coordinates","coordinate","NOUN"
"Q321008517-6","measured","measure","VERB"
"Q321008517-6","desviation","desviation","NOUN"
"Q321008517-6","offset","offset","NOUN"
"Q321008517-6","marked","mark","VERB"
"Q321008517-6","values","value","NOUN"
"Q321008517-6","tolerance","tolerance","NOUN"
"Q321008517-7","performed","perform","VERB"
"Q321008517-7","shooting","shooting","NOUN"
"Q321008517-7","characteristics","characteristic","NOUN"
"Q321008517-7","station","station","NOUN"
"Q321008517-7","agx997","agx997","NOUN"
"Q321008517-7","assy","assy","NOUN"
"Q321008517-7","fuselage","fuselage","NOUN"
"Q321008517-7","g05360000","g05360000","NOUN"
"Q321008517-7","measurements","measurement","NOUN"
"Q321008517-7","tolerances","tolerance","NOUN"
"Q321008517-7","follow","follow","NOUN"
"Q321008517-7","g00653060","g00653060","NUM"
"Q321008517-7","keel","keel","NOUN"
"Q321008517-7","beam","beam","NOUN"
"Q321008517-7","note","note","NOUN"
"Q321008517-7","fittings","fitting","NOUN"
"Q321008517-7","required","require","VERB"
"Q321008517-7","configuration","configuration","NOUN"
"Q321008517-7","info","info","NOUN"
"Q321008517-7","coordinates","coordinate","NOUN"
"Q321008517-7","measured","measure","VERB"
"Q321008517-7","desviation","desviation","NOUN"
"Q321008517-7","offset","offset","NOUN"
"Q321008517-7","marked","mark","VERB"
"Q321008517-7","values","value","NOUN"
"Q321008517-7","tolerance","tolerance","NOUN"
"Q321008517-8","performed","perform","VERB"
"Q321008517-8","shooting","shooting","NOUN"
"Q321008517-8","characteristics","characteristic","NOUN"
"Q321008517-8","station","station","NOUN"
"Q321008517-8","agx997","agx997","NOUN"
"Q321008517-8","assy","assy","NOUN"
"Q321008517-8","fuselage","fuselage","NOUN"
"Q321008517-8","g05360000","g05360000","NOUN"
"Q321008517-8","measurements","measurement","NOUN"
"Q321008517-8","tolerances","tolerance","NOUN"
"Q321008517-8","follow","follow","NOUN"
"Q321008517-8","engine","engine","NOUN"
"Q321008517-8","mounts","mount","NOUN"
"Q321008517-8","drawing","drawing","VERB"
"Q321008517-8","g00654510","g00654510","NUM"
"Q321008517-8","g05360001","g05360001","NOUN"
"Q321008517-8","info","info","NOUN"
"Q321008517-8","coordinates","coordinate","NOUN"
"Q321008517-8","measured","measure","VERB"
"Q321008517-8","deviation","deviation","NOUN"
"Q321008517-8","offset","offset","NOUN"
"Q321008517-8","marked","mark","VERB"
"Q321008517-8","values","value","NOUN"
"Q321008517-8","tolerance","tolerance","NOUN"
"Q321008521-1","performed","perform","VERB"
"Q321008521-1","shooting","shooting","NOUN"
"Q321008521-1","characteristics","characteristic","NOUN"
"Q321008521-1","station","station","NOUN"
"Q321008521-1","agx997","agx997","NOUN"
"Q321008521-1","structure","structure","NOUN"
"Q321008521-1","fuselage","fuselage","NOUN"
"Q321008521-1","g05360000","g05360000","NOUN"
"Q321008521-1","meassurements","meassurement","NOUN"
"Q321008521-1","tolerance","tolerance","NOUN"
"Q321008521-1","g00653060","g00653060","NUM"
"Q321008521-1","stringer","stringer","NOUN"
"Q321008521-1","positions","position","NOUN"
"Q321008521-1","sect","sect","NOUN"
"Q321008521-1","radial","radial","NOUN"
"Q321008521-1","root","root","NOUN"
"Q321008521-1","info","info","NOUN"
"Q321008521-1","coordinates","coordinate","NOUN"
"Q321008521-1","measured","measure","VERB"
"Q321008521-1","deviation","deviation","NOUN"
"Q321008521-1","offset","offset","NOUN"
"Q321008521-1","marked","mark","VERB"
"Q321008521-1","values","value","NOUN"
"Q321008423-4","design","design","NOUN"
"Q321008423-4","discrepancy","discrepancy","NOUN"
"Q321008423-4","location","location","NOUN"
"Q321008423-4","closed","close","VERB"
"Q321008423-4","size","size","NOUN"
"Q321008423-4","item","item","NOUN"
"Q321008423-4","install","install","NOUN"
"Q321008423-4","g02490210","g02490210","NUM"
"Q321008423-4","installed","install","VERB"
"Q321008423-4","baps","bap","NOUN"
"Q321008423-4","section","section","NOUN"
"Q321008423-4","clamps","clamp","NOUN"
"Q321008423-4","clamp","clamp","NOUN"
"Q321008423-4","g02490110","g02490110","NUM"
"Q321008423-4","notes","note","NOUN"
"Q321008423-4","evaluate","evaluate","NOUN"
"Q321008423-4","diam","diam","NOUN"
"Q321008423-4","bundle","bundle","NOUN"
"Q321008423-4","accomplished","accomplish","VERB"
"Q321008423-4","applied","apply","VERB"
"Q321008423-4","attachs","attach","NOUN"
"Q321008534-3","refer","refer","VERB"
"Q321008534-3","q320018053","q320018053","NOUN"
"Q321008534-3","discrepancy","discrepancy","NOUN"
"Q321008534-3","panel","panel","NOUN"
"Q321008534-3","assy","assy","NOUN"
"Q321008534-3","pylon","pylon","NOUN"
"Q321008534-3","detail","detail","NOUN"
"Q321008534-3","g05450504","g05450504","NUM"
"Q321008534-3","bolt","bolt","NOUN"
"Q321008534-3","flushness","flushness","NOUN"
"Q321008534-3","tolerances","tolerance","NOUN"
"Q321008534-3","depth","depth","NOUN"
"Q321008534-3","tolerance","tolerance","NOUN"
"Q321008534-3","g00606301","g00606301","NUM"
"Q321008534-3","condition","condition","NOUN"
"Q321008534-3","dimention","dimention","NOUN"
"Q321008534-3","expressed","express","VERB"
"Q321008534-3","inches","inch","NOUN"
"Q321008534-3","holes","hole","NOUN"
"Q321008534-3","requirements","requirement","NOUN"
"Q321008534-3","note","note","NOUN"
"Q321008534-3","nieo","nieo","VERB"
"Q321008534-3","atachemnts","atachemnt","NOUN"
"Q321008534-3","bolts","bolt","NOUN"
"Q321008534-3","location","location","NOUN"
"Q321008534-3","measures","measure","NOUN"
"Q321008534-2","refer","refer","VERB"
"Q321008534-2","q320018053","q320018053","NOUN"
"Q321008534-2","discrepancy","discrepancy","NOUN"
"Q321008534-2","panel","panel","NOUN"
"Q321008534-2","assy","assy","NOUN"
"Q321008534-2","pylon","pylon","NOUN"
"Q321008534-2","detail","detail","NOUN"
"Q321008534-2","g05450510","g05450510","NUM"
"Q321008534-2","bolt","bolt","NOUN"
"Q321008534-2","flushness","flushness","NOUN"
"Q321008534-2","tolerances","tolerance","NOUN"
"Q321008534-2","depth","depth","NOUN"
"Q321008534-2","tolerance","tolerance","NOUN"
"Q321008534-2","g00606301","g00606301","NUM"
"Q321008534-2","condition","condition","NOUN"
"Q321008534-2","dimention","dimention","NOUN"
"Q321008534-2","expressed","express","VERB"
"Q321008534-2","inches","inch","NOUN"
"Q321008534-2","holes","hole","NOUN"
"Q321008534-2","requirements","requirement","NOUN"
"Q321008534-4","refer","refer","VERB"
"Q321008534-4","q320018053","q320018053","NOUN"
"Q321008534-4","discrepancy","discrepancy","NOUN"
"Q321008534-4","990.24","990.24","NUM"
"Q321008534-4","1048.00","1048.00","NUM"
"Q321008534-4","panel","panel","NOUN"
"Q321008534-4","assy","assy","NOUN"
"Q321008534-4","pylon","pylon","NOUN"
"Q321008534-4","detail","detail","NOUN"
"Q321008534-4","g05450505","g05450505","NUM"
"Q321008534-4","bolt","bolt","NOUN"
"Q321008534-4","flushness","flushness","NOUN"
"Q321008534-4","tolerances","tolerance","NOUN"
"Q321008534-4","depth","depth","NOUN"
"Q321008534-4","tolerance","tolerance","NOUN"
"Q321008534-4","g00606301","g00606301","NUM"
"Q321008534-4","condition","condition","NOUN"
"Q321008534-4","dimention","dimention","NOUN"
"Q321008534-4","expressed","express","VERB"
"Q321008534-4","inches","inch","NOUN"
"Q321008534-4","holes","hole","NOUN"
"Q321008534-4","requirements","requirement","NOUN"
"Q321008534-4","note","note","NOUN"
"Q321008534-4","nieo","nieo","VERB"
"Q321008534-4","atachemnts","atachemnt","NOUN"
"Q321008534-4","bolts","bolt","NOUN"
"Q321008534-4","location","location","NOUN"
"Q321008534-4","measures","measure","NOUN"
"Q321008539-1","design","design","NOUN"
"Q321008539-1","btwn","between","NOUN"
"Q321008539-1","1072","1072","NUM"
"Q321008539-1","1099","1099","NUM"
"Q321008539-1","bolt","bolt","NOUN"
"Q321008539-1","flushness","flushness","NOUN"
"Q321008539-1","tolerances","tolerance","NOUN"
"Q321008539-1","depth","depth","NOUN"
"Q321008539-1","tolerance","tolerance","NOUN"
"Q321008539-1","g00606301","g00606301","NUM"
"Q321008539-1","reference","reference","VERB"
"Q321008539-1","skin","skin","NOUN"
"Q321008539-1","pylon","pylon","NOUN"
"Q321008539-1","g05450508","g05450508","NUM"
"Q321008539-1","screws","screw","NOUN"
"Q321008539-1","g05450509","g05450509","NUM"
"Q321008539-1","panel","panel","NOUN"
"Q321008539-1","g05450642","g05450642","NUM"
"Q321008539-1","condition","condition","NOUN"
"Q321008539-1","dimension","dimension","NOUN"
"Q321008539-1","expressed","express","VERB"
"Q321008539-1","inches","inch","NOUN"
"Q321008539-1","holes","hole","NOUN"
"Q321008539-1","requirements","requirement","NOUN"
"Q321008539-1","refer","refer","VERB"
"Q321008539-1","atachments","atachment","NOUN"
"Q321008539-1","bolts","bolt","NOUN"
"Q321008539-1","location","location","NOUN"
"Q321008539-1","measures","measure","NOUN"
"Q321008540-1","design","design","NOUN"
"Q321008540-1","refer","refer","VERB"
"Q321008540-1","q320020032","q320020032","NOUN"
"Q321008540-1","condition","condition","NOUN"
"Q321008540-1","assy","assy","NOUN"
"Q321008540-1","pylon","pylon","NOUN"
"Q321008540-1","g05450052","g05450052","NUM"
"Q321008540-1","detail","detail","NOUN"
"Q321008540-1","skin","skin","NOUN"
"Q321008540-1","g05450501","g05450501","NUM"
"Q321008540-1","bolt","bolt","NOUN"
"Q321008540-1","flushness","flushness","NOUN"
"Q321008540-1","tolerances","tolerance","NOUN"
"Q321008540-1","depth","depth","NOUN"
"Q321008540-1","tolerance","tolerance","NOUN"
"Q321008540-1","g00606301","g00606301","NUM"
"Q321008540-1","dimension","dimension","NOUN"
"Q321008540-1","expressed","express","VERB"
"Q321008540-1","inches","inch","NOUN"
"Q321008540-1","holes","hole","NOUN"
"Q321008540-1","requirements","requirement","NOUN"
"Q321008540-1","atachments","atachment","NOUN"
"Q321008540-1","bolts","bolt","NOUN"
"Q321008540-1","location","location","NOUN"
"Q321008540-1","measures","measure","NOUN"
"Q321008563-1","exist","exist","VERB"
"Q321008563-1","elongated","elongate","VERB"
"Q321008563-1","hole","hole","NOUN"
"Q321008563-1","strg","strg","VERB"
"Q321008563-1","affected","affect","VERB"
"Q321008563-1","g05450490","g05450490","NUM"
"Q321008563-1","angle","angle","NOUN"
"Q321008563-1","pylon","pylon","NOUN"
"Q321008563-1","0.300","0.300","NUM"
"Q321008563-1","0.350","0.350","NUM"
"Q321008563-1","0.098","0.098","NUM"
"Q321008563-1","hole","heal","NOUN"
"Q321008563-1","clean","clean","VERB"
"Q321008563-1","0.199","0.199","NUM"
"Q321008563-1","pitch","pitch","NOUN"
"Q321008563-1","0.800","0.800","NUM"
"Q321008563-1","b0205016ad5","b0205016ad5","NUM"
"Q321008554-1","0.189","0.189","NUM"
"Q321008554-1","0.193","0.193","NUM"
"Q321008554-1","1.550","1.550","NUM"
"Q321008554-1","0.930","0.930","NUM"
"Q321008554-1","elongated","elongate","VERB"
"Q321008554-1","0.190","0.190","NUM"
"Q321008554-1","0.188","0.188","NUM"
"Q321008554-1","0.197","0.197","NUM"
"Q321008554-1","0.600","0.600","NUM"
"Q321008554-1","0.194","0.194","NUM"
"Q321008554-1","0.195","0.195","NUM"
"Q321008554-1","info","info","NOUN"
"Q321008569-1","1072","1072","NUM"
"Q321008569-1","1048","1048","NUM"
"Q321008569-1","stgr","stgr","NOUN"
"Q321008569-1","exist","exist","VERB"
"Q321008569-1","hole","hole","NOUN"
"Q321008569-1","angle","angle","NOUN"
"Q321008569-1","drag","drag","NOUN"
"Q321008569-1","pylon","pylon","NOUN"
"Q321008569-1","affected","affect","VERB"
"Q321008569-1","edge","edge","NOUN"
"Q321008569-1","distance","distance","NOUN"
"Q321008569-1","radius","radius","NOUN"
"Q321008569-1","0.300","0.300","NUM"
"Q321008569-1","skin","skin","NOUN"
"Q321008569-1","panel","panel","NOUN"
"Q321008569-1","barrel","barrel","NOUN"
"Q321008569-1","issue","issue","NOUN"
"Q321008569-1","strap","strap","NOUN"
"Q321008569-1","0.500","0.500","NUM"
"Q321008569-1","fastener","fastener","NOUN"
"Q321008569-1","diameter","diameter","NOUN"
"Q321008569-1","clean","clean","VERB"
"Q321008569-1","0.178","0.178","NUM"
"Q321008569-1","0.159","0.159","NUM"
"Q321008569-1","pitch","pitch","NOUN"
"Q321008569-1","0.900","0.900","NUM"
"Q321008569-1","details","detail","NOUN"
"Q321008585-1","hole","hole","NOUN"
"Q321008585-1","location","location","NOUN"
"Q321008585-1","1031.70","1031.70","NUM"
"Q321008585-1","affected","affect","VERB"
"Q321008585-1","g05450605","g05450605","NUM"
"Q321008585-1","angle","angle","NOUN"
"Q321008585-1","drag","drag","NOUN"
"Q321008585-1","pylon","pylon","NOUN"
"Q321008585-1","g05363450","g05363450","NUM"
"Q321008585-1","doubler","doubler","NOUN"
"Q321008585-1","barrel","barrel","NOUN"
"Q321008585-1","g05363142","g05363142","NUM"
"Q321008585-1","panel","panel","NOUN"
"Q321008585-1","assy","assy","NOUN"
"Q321008585-1","fuse","fuse","NOUN"
"Q321008585-1","g05363536","g05363536","NOUN"
"Q321008585-1","skin","skin","NOUN"
"Q321008585-1","double","double","NOUN"
"Q321008585-1","diameter","diameter","NOUN"
"Q321008585-1","pitch","pitch","NOUN"
"Q321008423-9","investigation","investigation","NOUN"
"Q321008423-9","q321001217","q321001217","NUM"
"Q321008423-9","q321003567","q321003567","NUM"
"Q321008423-9","q321004199","q321004199","NUM"
"Q321008423-9","q32005522","q32005522","NUM"
"Q321008423-9","q321006119","q321006119","NUM"
"Q321008423-9","install","install","NOUN"
"Q321008423-9","harness","harness","NOUN"
"Q321008423-9","fiber","fiber","NOUN"
"Q321008423-9","vecu","vecu","NOUN"
"Q321008423-9","g09171005","g09171005","NUM"
"Q321008423-9","achieve","achieve","VERB"
"Q321008423-9","routing","routing","NOUN"
"Q321008423-9","established","establish","VERB"
"Q321008423-9","model","model","NOUN"
"Q321008423-9","referred","refer","VERB"
"Q321008423-9","attachs","attach","NOUN"
"Q321008423-9","discrep","discrep","NOUN"
"Q321008423-9","location","location","NOUN"
"Q321008423-9","note","note","NOUN"
"Q321008423-9","shown","show","VERB"
"Q321008423-9","attach","attach","NOUN"
"Q321008423-9","section","section","NOUN"
"Q321008423-9","optic","optic","NOUN"
"Q321008423-9","breakout","breakout","NOUN"
"Q321008423-9","conector","conector","NOUN"
"Q321008423-9","j737","j737","NOUN"
"Q321008423-9","lenght","lenght","NOUN"
"Q321008423-9","32.4","32.4","NUM"
"Q321008423-9","moved","move","VERB"
"Q321008423-9","bundle","bundle","NOUN"
"Q321008423-9","secured","secure","VERB"
"Q321008423-9","baps","bap","NOUN"
"Q321008423-9","wires","wire","NOUN"
"Q321008423-9","arrangement","arrangement","NOUN"
"Q321008423-9","shells","shell","NOUN"
"Q321008423-9","j5005","j5005","NUM"
"Q321008423-9","distribute","distribute","VERB"
"Q321008423-9","slack","slack","NOUN"
"Q321008423-9","g09171005","g09171005","NOUN"
"Q321008423-9","g02490110","g02490110","NUM"
"Q321008744-1","1053","1053","NUM"
"Q321008744-1","hole","hole","NOUN"
"Q321008744-1","edge","edge","NOUN"
"Q321008744-1","distance","distance","NOUN"
"Q321008744-1","doubler","doubler","NOUN"
"Q321008744-1","panel","panel","NOUN"
"Q321008744-1","barrel","barrel","NOUN"
"Q321008744-1","g05363449","g05363449","NUM"
"Q321008744-1","b0205016ad5","b0205016ad5","NUM"
"Q321008744-1","pitch","pitch","NOUN"
"Q321008744-1","clip","clip","NOUN"
"Q321008744-1","pylon","pylon","NOUN"
"Q321008744-1","g05450472","g05450472","NUM"
"Q321008744-1","0.360","0.360","NUM"
"Q321008744-1","1.300","1.300","NUM"
